U_ppm,Ta_ppm,Pt_ppb,Pd_ppb,X,Y
2.685247,1.272883,0.0,0.0,76.65723,13.79519
2.923557,1.127433,0.0,0.0,76.67572,13.79519
2.898057,1.852992,0.0,0.0,76.69422,13.79519
4.906867,1.537486,0.0,0.0,76.71272,13.79519
1.95801,0.989176,0.0,0.0,76.73122,13.79519
1.996629,0.943715,0.0,0.0,76.74971,13.79519
0.632157,0.604684,0.0,0.0,76.50925,13.81327
1.838455,0.996685,0.0,0.0,76.52775,13.81327
0.734528,0.592996,0.0,0.0,76.54624,13.81327
1.273605,0.945425,0.0,0.0,76.56474,13.81327
2.04854,1.240345,0.0,0.0,76.58324,13.81327
2.005828,1.294372,0.0,0.0,76.60174,13.81327
1.746129,1.399135,0.0,0.0,76.62024,13.81327
1.24943,1.112839,0.0,0.0,76.63873,13.81327
6.04,0.885177,0.0,0.0,76.50932,15.494
6.872186,1.001365,0.0,0.0,76.52796,15.494
0.803495,0.554448,0.0,0.0,76.5466,15.494
5.196975,0.680272,0.0,0.0,76.56524,15.494
1.688339,0.746631,0.0,0.0,76.58388,15.494
2.143343,0.321521,0.0,0.0,76.60252,15.494
1.301879,0.791304,0.0,0.0,76.62115,15.494
1.819243,0.52716,0.0,0.0,76.6398,15.494
1.928054,0.822746,0.0,0.0,76.65844,15.494
6.503097,0.947033,0.0,0.0,76.67708,15.494
3.41254,0.994556,0.0,0.0,76.69572,15.494
2.238096,1.086667,0.0,0.0,76.71436,15.494
1.613575,0.706586,0.0,0.0,76.73299,15.494
2.786148,1.096661,0.0,0.0,76.75,15.494
2.657423,0.749091,0.0,0.0,76.81518,15.29519
2.895738,0.790019,0.0,0.0,76.8338,15.29519
2.983686,1.704848,0.0,0.0,76.85242,15.29519
2.588041,1.034482,0.0,0.0,76.87105,15.29519
2.004595,0.281923,0.0,0.0,76.88966,15.29519
2.531752,0.827518,0.0,0.0,76.90829,15.29519
2.86294,1.043131,0.0,0.0,76.92691,15.29519
2.101911,0.337748,0.0,0.0,76.94553,15.29519
2.927146,0.872078,0.0,0.0,76.96416,15.29519
2.089216,0.804213,0.0,0.0,76.98278,15.29519
1.921846,0.83583,0.0,0.0,77.0,15.29519
2.212265,0.866446,0.0,0.0,76.75932,15.31326
3.006388,0.782152,0.0,0.0,76.77794,15.31326
2.121821,0.830152,0.0,0.0,76.79656,15.31326
1.63587,0.857334,0.0,0.0,76.81519,15.31326
1.999152,0.779245,0.0,0.0,76.83381,15.31326
1.953008,0.848657,0.0,0.0,76.85243,15.31326
2.105291,0.869219,0.0,0.0,76.87106,15.31326
1.978255,1.16272,0.0,0.0,76.88968,15.31326
2.782407,1.166059,0.0,0.0,76.9083,15.31326
1.493047,0.729806,0.0,0.0,76.92693,15.31326
2.81469,0.915582,0.0,0.0,76.94555,15.31326
2.285878,0.861373,0.0,0.0,76.96417,15.31326
2.684632,0.682094,0.0,0.0,76.9828,15.31326
1.690225,0.771162,0.0,0.0,77.0,15.31326
2.939211,0.911441,0.0,0.0,76.75932,15.33133
1.147535,1.148197,0.0,0.0,76.65723,13.81327
1.543058,0.994732,0.0,0.0,76.67574,13.81327
2.268299,1.500439,0.0,0.0,76.69423,13.81327
1.020091,0.912301,0.0,0.0,76.71273,13.81327
1.478874,1.181848,0.0,0.0,76.73122,13.81327
0.879421,0.648275,0.0,0.0,76.74973,13.81327
0.810232,0.387456,0.0,0.0,76.50925,13.83135
0.857446,0.969121,0.0,0.0,76.52775,13.83135
0.712196,0.961176,0.0,0.0,76.54625,13.83135
1.156762,0.994886,0.0,0.0,76.56475,13.83135
1.503921,1.363836,0.0,0.0,76.58325,13.83135
1.591328,1.348256,0.0,0.0,76.60175,13.83135
1.819507,1.183009,0.0,0.0,76.62025,13.83135
1.434231,1.001893,0.0,0.0,76.63875,13.83135
0.690382,0.666616,0.0,0.0,76.65725,13.83135
1.309553,1.259458,0.0,0.0,76.67575,13.83135
1.528974,1.502573,0.0,0.0,76.69425,13.83135
1.127043,1.120359,0.0,0.0,76.71275,13.83135
1.030712,0.840264,0.0,0.0,76.73125,13.83135
1.23,0.704359,0.0,0.0,76.74975,13.83135
0.898981,0.564872,0.0,0.0,76.50925,13.84942
0.835044,0.626994,0.0,0.0,76.52775,13.84942
1.220288,0.844398,0.0,0.0,76.54625,13.84942
1.374998,1.361937,0.0,0.0,76.56475,13.84942
1.609732,1.200917,0.0,0.0,76.58325,13.84942
2.375946,0.865009,0.0,0.0,76.50932,15.50904
2.438343,0.812127,0.0,0.0,76.52796,15.50904
2.805405,0.967562,0.0,0.0,76.5466,15.50904
2.975459,0.488804,0.0,0.0,76.56525,15.50904
3.502229,0.820862,0.0,0.0,76.58389,15.50904
1.641647,0.656299,0.0,0.0,76.60253,15.50904
2.730931,1.009082,0.0,0.0,76.62117,15.50904
5.038134,1.177281,0.0,0.0,76.63981,15.50904
3.478978,1.42563,0.0,0.0,76.65845,15.50904
2.725223,1.249773,0.0,0.0,76.67709,15.50904
2.837563,1.150689,0.0,0.0,76.69574,15.50904
2.327223,1.121773,0.0,0.0,76.71438,15.50904
3.063062,0.969156,0.0,0.0,76.73302,15.50904
1.754251,0.727313,0.0,0.0,76.77794,15.33133
2.128364,0.713899,0.0,0.0,76.79656,15.33133
1.944442,1.211397,0.0,0.0,76.81519,15.33133
12.511134,1.045183,0.0,0.0,76.83382,15.33133
2.629215,0.856831,0.0,0.0,76.85244,15.33133
2.833742,1.333075,0.0,0.0,76.87106,15.33133
1.97919,0.964354,0.0,0.0,76.88969,15.33133
3.369603,1.857932,0.0,0.0,76.90832,15.33133
1.348187,0.729115,0.0,0.0,76.92694,15.33133
1.507423,0.629401,0.0,0.0,76.94557,15.33133
2.422378,0.919739,0.0,0.0,76.9642,15.33133
2.421671,0.828956,0.0,0.0,76.98282,15.33133
1.910315,0.804954,0.0,0.0,77.0,15.33133
2.390572,0.578726,0.0,0.0,76.75932,15.34941
4.796852,1.844733,0.0,0.0,76.77794,15.34941
3.491997,1.727365,0.0,0.0,76.79657,15.34941
2.354914,1.151753,0.0,0.0,76.81519,15.34941
4.350116,1.266705,0.0,0.0,76.83382,15.34941
1.248827,0.756775,0.0,0.0,76.85245,15.34941
4.87508,1.099507,0.0,0.0,76.87107,15.34941
2.925828,1.345027,0.0,0.0,76.8897,15.34941
4.043072,2.025092,0.0,0.0,76.90833,15.34941
4.086816,1.971501,0.0,0.0,76.92696,15.34941
2.057714,1.376017,0.0,0.0,76.94558,15.34941
2.458652,1.097285,0.0,0.0,76.96421,15.34941
1.110684,0.845944,0.0,0.0,76.60175,13.84942
1.493663,1.209898,0.0,0.0,76.62025,13.84942
1.412456,1.342274,0.0,0.0,76.63876,13.84942
0.941095,0.83505,0.0,0.0,76.65726,13.84942
1.666236,1.062288,0.0,0.0,76.67576,13.84942
1.231959,1.190875,0.0,0.0,76.69426,13.84942
1.024524,0.909651,0.0,0.0,76.71276,13.84942
0.519415,0.653653,0.0,0.0,76.73126,13.84942
0.663643,0.682704,0.0,0.0,76.74976,13.84942
0.648176,0.617558,0.0,0.0,76.50925,13.8675
0.885758,0.630135,0.0,0.0,76.52776,13.8675
1.271391,0.780886,0.0,0.0,76.54626,13.8675
2.016471,1.113123,0.0,0.0,76.56476,13.8675
1.102729,0.77723,0.0,0.0,76.58326,13.8675
1.734526,1.52209,0.0,0.0,76.60177,13.8675
1.900612,1.346198,0.0,0.0,76.62027,13.8675
1.687708,1.199522,0.0,0.0,76.63877,13.8675
1.08516,1.230183,0.0,0.0,76.65727,13.8675
1.264819,1.300434,0.0,0.0,76.67577,13.8675
0.890474,0.798737,0.0,0.0,76.69427,13.8675
0.652516,0.873042,0.0,0.0,76.71278,13.8675
2.589737,0.940731,0.0,0.0,76.73129,13.8675
1.775048,0.357618,0.0,0.0,76.74979,13.8675
2.298771,1.137976,0.0,0.0,76.50925,13.88558
2.373215,0.90767,0.0,0.0,76.52776,13.88558
2.631384,0.948521,0.0,0.0,76.75,15.50904
2.758753,0.81554,0.0,0.0,76.50932,15.52711
1.932389,0.586859,0.0,0.0,76.52796,15.52711
1.845314,0.783736,0.0,0.0,76.54661,15.52711
2.156001,0.809338,0.0,0.0,76.56525,15.52711
2.149257,0.825973,0.0,0.0,76.58389,15.52711
2.212073,0.752667,0.0,0.0,76.60253,15.52711
4.892651,0.973009,0.0,0.0,76.62118,15.52711
3.53407,0.935049,0.0,0.0,76.63982,15.52711
2.369192,1.037529,0.0,0.0,76.65846,15.52711
2.577735,1.129758,0.0,0.0,76.67711,15.52711
3.008524,0.757236,0.0,0.0,76.69575,15.52711
1.918578,0.708165,0.0,0.0,76.71439,15.52711
2.310775,0.918164,0.0,0.0,76.73303,15.52711
1.876768,0.838164,0.0,0.0,76.75,15.52711
1.480929,0.642243,0.0,0.0,76.50932,15.54519
1.952663,0.653913,0.0,0.0,76.52797,15.54519
1.387255,0.661009,0.0,0.0,76.54661,15.54519
2.707309,0.844701,0.0,0.0,76.56525,15.54519
3.428972,0.677711,0.0,0.0,76.5839,15.54519
2.494727,0.793189,0.0,0.0,76.60255,15.54519
2.214946,0.539073,0.0,0.0,76.62119,15.54519
2.500096,0.859535,0.0,0.0,76.63983,15.54519
2.163156,0.972716,0.0,0.0,76.65848,15.54519
2.169949,0.890403,0.0,0.0,76.67712,15.54519
5.214907,0.838099,0.0,0.0,76.69577,15.54519
2.417392,1.175652,0.0,0.0,76.98283,15.34941
2.219976,0.733089,0.0,0.0,77.0,15.34941
7.921001,2.480244,0.0,0.0,76.75932,15.36748
5.083251,1.956426,0.0,0.0,76.77795,15.36748
5.167247,1.790516,0.0,0.0,76.79657,15.36748
3.739327,1.701338,0.0,0.0,76.8152,15.36748
3.44421,1.335261,0.0,0.0,76.83383,15.36748
3.858356,1.86762,0.0,0.0,76.85246,15.36748
10.132712,2.533623,0.0,0.0,76.87109,15.36748
5.950781,2.463934,0.0,0.0,76.88972,15.36748
4.617625,1.895002,0.0,0.0,76.90834,15.36748
3.69259,1.201294,0.0,0.0,76.92697,15.36748
3.79223,1.367532,0.0,0.0,76.9456,15.36748
5.29496,1.711327,0.0,0.0,76.96423,15.36748
4.502569,1.68359,0.0,0.0,76.98286,15.36748
4.034471,1.644316,0.0,0.0,77.0,15.36748
3.34958,1.235803,0.0,0.0,76.75932,15.38555
4.689878,1.672485,0.0,0.0,76.77795,15.38555
5.628826,1.971598,0.0,0.0,76.79658,15.38555
5.15466,2.069008,0.0,0.0,76.81521,15.38555
4.424476,1.824753,0.0,0.0,76.83384,15.38555
2.908585,1.227012,0.0,0.0,76.85247,15.38555
5.333859,2.089678,0.0,0.0,76.8711,15.38555
7.781813,2.082788,0.0,0.0,76.88972,15.38555
6.118164,1.92796,0.0,0.0,76.90836,15.38555
2.123412,0.928268,0.0,0.0,76.54626,13.88558
1.731148,0.797504,0.0,0.0,76.56477,13.88558
2.006466,0.878254,0.0,0.0,76.58327,13.88558
2.529664,0.980147,0.0,0.0,76.60177,13.88558
2.3327,1.065068,0.0,0.0,76.62028,13.88558
1.943267,0.936716,0.0,0.0,76.63878,13.88558
1.30232,0.1,0.0,0.0,76.65728,13.88558
1.604223,0.245107,0.0,0.0,76.67579,13.88558
2.219782,0.456732,0.0,0.0,76.69429,13.88558
1.806926,0.1,0.0,0.0,76.71279,13.88558
2.657612,1.329092,0.0,0.0,76.7313,13.88558
3.003596,2.848826,0.0,0.0,76.7498,13.88558
2.939,1.123,0.0,0.0,76.50925,13.90365
0.25,0.24,0.0,0.0,76.52776,13.90365
6.308,2.003,0.0,0.0,76.54626,13.90365
3.763,1.608,0.0,0.0,76.56477,13.90365
2.852,1.422,0.0,0.0,76.58327,13.90365
2.834,1.323,0.0,0.0,76.60178,13.90365
1.548,1.023,0.0,0.0,76.62029,13.90365
1.487,0.923,0.0,0.0,76.63879,13.90365
1.341,0.924,0.0,0.0,76.6573,13.90365
1.851,1.062,0.0,0.0,76.6758,13.90365
2.075,1.246,0.0,0.0,76.69431,13.90365
3.041,1.569,0.0,0.0,76.71281,13.90365
1.388,0.806,0.0,0.0,76.73132,13.90365
2.23781,0.799933,0.0,0.0,76.71441,15.54519
2.446641,1.008121,0.0,0.0,76.73306,15.54519
1.16668,0.728393,0.0,0.0,76.75,15.54519
2.356698,0.677213,0.0,0.0,76.50932,15.56326
1.677833,0.609068,0.0,0.0,76.52797,15.56326
1.566887,0.564516,0.0,0.0,76.54662,15.56326
1.467542,0.777116,0.0,0.0,76.56526,15.56326
2.13387,1.010721,0.0,0.0,76.58391,15.56326
7.607334,0.914288,0.0,0.0,76.60255,15.56326
4.587913,1.005839,0.0,0.0,76.6212,15.56326
2.800723,1.056477,0.0,0.0,76.63985,15.56326
3.867633,1.09865,0.0,0.0,76.65849,15.56326
4.974908,1.32496,0.0,0.0,76.67714,15.56326
3.518284,1.132711,0.0,0.0,76.69579,15.56326
3.159355,0.98586,0.0,0.0,76.71443,15.56326
4.958737,0.963005,0.0,0.0,76.73308,15.56326
3.4855,1.097259,0.0,0.0,76.75,15.56326
2.626335,0.908176,0.0,0.0,76.50932,15.58133
2.841511,1.031541,0.0,0.0,76.52797,15.58133
2.818181,1.164112,0.0,0.0,76.54662,15.58133
2.855029,1.00972,0.0,0.0,76.56527,15.58133
4.555516,1.229214,0.0,0.0,76.58392,15.58133
2.510706,0.861459,0.0,0.0,76.60256,15.58133
2.97136,0.950302,0.0,0.0,76.62121,15.58133
2.905927,0.983709,0.0,0.0,76.63986,15.58133
2.660937,1.150668,0.0,0.0,76.65851,15.58133
6.151702,2.22429,0.0,0.0,76.92699,15.38555
3.323772,1.186172,0.0,0.0,76.94562,15.38555
0.937726,0.599821,0.0,0.0,76.96425,15.38555
2.365576,0.586393,0.0,0.0,76.98288,15.38555
2.043679,0.515694,0.0,0.0,77.0,15.38555
2.065565,0.671766,0.0,0.0,76.75932,15.40363
2.520236,0.685808,0.0,0.0,76.77795,15.40363
3.641243,0.286815,0.0,0.0,76.79658,15.40363
2.812993,0.387774,0.0,0.0,76.81522,15.40363
3.609619,0.968185,0.0,0.0,76.83385,15.40363
2.475509,0.94987,0.0,0.0,76.85248,15.40363
4.677083,1.010991,0.0,0.0,76.87111,15.40363
2.13901,0.67522,0.0,0.0,76.88974,15.40363
1.58737,0.471676,0.0,0.0,76.90837,15.40363
1.984661,0.626387,0.0,0.0,76.927,15.40363
2.433863,0.437556,0.0,0.0,76.94564,15.40363
1.607614,0.665396,0.0,0.0,76.96427,15.40363
1.683521,0.58124,0.0,0.0,76.9829,15.40363
1.298526,0.631368,0.0,0.0,77.0,15.40363
3.546915,0.675636,0.0,0.0,76.75932,15.4217
2.384042,0.695313,0.0,0.0,76.77795,15.4217
3.061595,0.744327,0.0,0.0,76.79659,15.4217
2.201194,0.741444,0.0,0.0,76.81522,15.4217
4.106244,1.022822,0.0,0.0,76.83385,15.4217
3.974578,1.561683,0.0,0.0,76.85249,15.4217
1.944,2.056,0.0,0.0,76.74982,13.90365
1.472616,1.071985,0.0,0.0,76.50925,13.92173
1.857783,1.288124,0.0,0.0,76.52776,13.92173
2.306085,1.387836,0.0,0.0,76.54626,13.92173
1.792045,1.138727,0.0,0.0,76.56477,13.92173
2.333246,1.615423,0.0,0.0,76.58328,13.92173
2.297624,1.184496,0.0,0.0,76.60179,13.92173
2.006674,1.159123,0.0,0.0,76.6203,13.92173
1.666032,1.14043,0.0,0.0,76.6388,13.92173
1.572606,0.866476,0.0,0.0,76.65731,13.92173
1.395197,0.886547,0.0,0.0,76.67582,13.92173
2.024095,0.419165,0.0,0.0,76.69433,13.92173
3.849407,2.359465,0.0,0.0,76.71283,13.92173
3.45318,1.819617,0.0,0.0,76.73134,13.92173
4.728886,1.960426,0.0,0.0,76.74985,13.92173
4.509047,1.455225,0.0,0.0,76.50925,13.93981
5.625075,2.07711,0.0,0.0,76.52776,13.93981
5.405882,2.836471,0.0,0.0,76.54627,13.93981
5.137488,1.904142,0.0,0.0,76.56478,13.93981
5.668896,1.549527,0.0,0.0,76.58329,13.93981
7.585995,1.602344,0.0,0.0,76.6018,13.93981
4.891752,1.375799,0.0,0.0,76.62031,13.93981
8.908854,1.06406,0.0,0.0,76.63881,13.93981
3.971577,0.803701,0.0,0.0,76.65732,13.93981
3.790246,0.526776,0.0,0.0,76.67583,13.93981
3.216144,1.318706,0.0,0.0,76.67715,15.58133
2.857429,1.898359,0.0,0.0,76.6958,15.58133
4.203031,1.473678,0.0,0.0,76.71445,15.58133
3.256619,1.035213,0.0,0.0,76.7331,15.58133
2.178459,1.014715,0.0,0.0,76.75,15.58133
2.637508,0.859465,0.0,0.0,76.50932,15.59941
2.35094,1.395606,0.0,0.0,76.52798,15.59941
2.027133,0.526542,0.0,0.0,76.54662,15.59941
5.700286,0.415236,0.0,0.0,76.56527,15.59941
2.706305,0.554628,0.0,0.0,76.58392,15.59941
2.267289,0.637576,0.0,0.0,76.60257,15.59941
2.683262,0.50347,0.0,0.0,76.62122,15.59941
3.935127,0.55455,0.0,0.0,76.63987,15.59941
2.807547,1.012617,0.0,0.0,76.65852,15.59941
2.413978,0.41755,0.0,0.0,76.67717,15.59941
1.757176,0.375301,0.0,0.0,76.69582,15.59941
1.439087,0.217599,0.0,0.0,76.71446,15.59941
1.176025,0.206799,0.0,0.0,76.73312,15.59941
0.684226,0.2,0.0,0.0,76.75,15.59941
2.544378,0.615635,0.0,0.0,76.50932,15.61748
2.068852,0.859861,0.0,0.0,76.52798,15.61748
2.267948,0.832836,0.0,0.0,76.54663,15.61748
1.517187,0.631595,0.0,0.0,76.56528,15.61748
2.308802,0.616569,0.0,0.0,76.58393,15.61748
2.732715,0.481736,0.0,0.0,76.60258,15.61748
2.953257,0.542748,0.0,0.0,76.62123,15.61748
1.981366,1.137137,0.0,0.0,76.87112,15.4217
0.763033,0.380937,0.0,0.0,76.88975,15.4217
1.177819,0.340019,0.0,0.0,76.90839,15.4217
5.687247,0.631168,0.0,0.0,76.92702,15.4217
3.462871,0.319462,0.0,0.0,76.94565,15.4217
1.070203,0.525897,0.0,0.0,76.96429,15.4217
1.151436,0.623497,0.0,0.0,76.98292,15.4217
1.09868,0.691759,0.0,0.0,77.0,15.4217
4.866587,1.220769,0.0,0.0,76.75932,15.43978
1.755117,0.796739,0.0,0.0,76.77795,15.43978
4.365385,1.170613,0.0,0.0,76.79659,15.43978
4.170656,1.203261,0.0,0.0,76.81522,15.43978
9.50074,0.925528,0.0,0.0,76.83385,15.43978
5.39793,1.579568,0.0,0.0,76.85249,15.43978
5.957319,1.618614,0.0,0.0,76.87113,15.43978
3.876455,1.060694,0.0,0.0,76.88976,15.43978
2.741187,0.581613,0.0,0.0,76.9084,15.43978
2.882153,0.919618,0.0,0.0,76.92703,15.43978
2.544012,0.959404,0.0,0.0,76.94567,15.43978
2.401278,1.107227,0.0,0.0,76.9643,15.43978
2.97671,1.220299,0.0,0.0,76.98294,15.43978
2.821536,1.194877,0.0,0.0,77.0,15.43978
1.662786,0.714004,0.0,0.0,76.75932,15.45785
1.693315,0.626311,0.0,0.0,76.77795,15.45785
1.780358,0.932839,0.0,0.0,76.79659,15.45785
4.274961,1.415439,0.0,0.0,76.69434,13.93981
4.83295,1.630018,0.0,0.0,76.71284,13.93981
7.246939,1.931793,0.0,0.0,76.73135,13.93981
5.2203,1.98466,0.0,0.0,76.74986,13.93981
3.470027,0.788628,0.0,0.0,76.50925,13.95788
4.476248,1.359607,0.0,0.0,76.52776,13.95788
4.017525,1.448073,0.0,0.0,76.54627,13.95788
4.122708,1.378573,0.0,0.0,76.56479,13.95788
4.883434,0.966547,0.0,0.0,76.5833,13.95788
4.745884,0.986497,0.0,0.0,76.60181,13.95788
1.4306,0.8712,0.0,0.0,76.62032,13.95788
1.1207,0.7056,0.0,0.0,76.63882,13.95788
1.1122,0.7812,0.0,0.0,76.65733,13.95788
1.0417,0.7468,0.0,0.0,76.67584,13.95788
1.4791,0.9424,0.0,0.0,76.69436,13.95788
1.227,0.8212,0.0,0.0,76.71287,13.95788
1.3534,0.8357,0.0,0.0,76.73138,13.95788
5.2389,0.9024,0.0,0.0,76.74989,13.95788
4.3857,2.2227,0.0,0.0,76.50925,13.97596
1.6684,1.0244,0.0,0.0,76.52776,13.97596
1.4772,1.3217,0.0,0.0,76.54628,13.97596
1.5831,2.2125,0.0,0.0,76.56479,13.97596
1.5107,0.82,0.0,0.0,76.5833,13.97596
1.3682,0.946,0.0,0.0,76.60181,13.97596
1.5858,0.9126,0.0,0.0,76.62032,13.97596
2.942007,0.94259,0.0,0.0,76.63988,15.61748
3.222016,1.15635,0.0,0.0,76.65853,15.61748
3.053843,0.547536,0.0,0.0,76.67719,15.61748
3.760635,0.2,0.0,0.0,76.69583,15.61748
2.230607,0.301451,0.0,0.0,76.71449,15.61748
2.281966,0.541947,0.0,0.0,76.73314,15.61748
2.313389,0.309599,0.0,0.0,76.75,15.61748
2.406442,0.897788,0.0,0.0,76.50932,15.63555
2.068679,0.679185,0.0,0.0,76.52798,15.63555
3.095641,0.403283,0.0,0.0,76.54663,15.63555
2.085124,0.620075,0.0,0.0,76.56528,15.63555
2.766291,0.36919,0.0,0.0,76.58394,15.63555
2.28847,0.861667,0.0,0.0,76.60259,15.63555
2.271017,1.25002,0.0,0.0,76.62125,15.63555
3.848496,0.723,0.0,0.0,76.63989,15.63555
5.161067,0.471071,0.0,0.0,76.65855,15.63555
4.489983,0.776763,0.0,0.0,76.6772,15.63555
2.568258,0.521831,0.0,0.0,76.69585,15.63555
3.580262,0.555431,0.0,0.0,76.71451,15.63555
2.464222,0.687923,0.0,0.0,76.73316,15.63555
3.149858,0.393465,0.0,0.0,76.75,15.63555
2.20959,0.252542,0.0,0.0,76.50933,15.65363
5.305098,0.435871,0.0,0.0,76.52798,15.65363
2.221552,0.570408,0.0,0.0,76.54664,15.65363
4.120678,0.528246,0.0,0.0,76.56529,15.65363
1.957065,0.499035,0.0,0.0,76.58395,15.65363
3.655353,1.067142,0.0,0.0,76.81523,15.45785
3.145326,1.199236,0.0,0.0,76.83386,15.45785
6.783804,0.800203,0.0,0.0,76.8525,15.45785
5.409838,1.1409,0.0,0.0,76.87114,15.45785
4.92192,1.343035,0.0,0.0,76.88978,15.45785
1.86687,0.862149,0.0,0.0,76.90842,15.45785
5.0,0.4,0.0,0.0,76.92705,15.45785
2.938515,0.726235,0.0,0.0,76.94569,15.45785
2.42338,0.710503,0.0,0.0,76.96432,15.45785
2.566054,0.77461,0.0,0.0,76.98296,15.45785
1.393105,0.683101,0.0,0.0,77.0,15.45785
3.44048,0.942269,0.0,0.0,76.75932,15.47592
3.061708,0.759054,0.0,0.0,76.77795,15.47592
5.643219,1.265431,0.0,0.0,76.7966,15.47592
6.020287,1.443983,0.0,0.0,76.81523,15.47592
2.437217,0.898998,0.0,0.0,76.83388,15.47592
1.84972,0.834854,0.0,0.0,76.85251,15.47592
1.797794,0.7196,0.0,0.0,76.87115,15.47592
3.675638,1.360138,0.0,0.0,76.88979,15.47592
2.52963,0.8753,0.0,0.0,76.90843,15.47592
1.589665,0.645331,0.0,0.0,76.92706,15.47592
2.381409,0.786549,0.0,0.0,76.94571,15.47592
3.278047,0.887578,0.0,0.0,76.96434,15.47592
4.477525,1.912421,0.0,0.0,76.98299,15.47592
6.272188,0.871102,0.0,0.0,77.0,15.47592
4.453967,1.328328,0.0,0.0,76.75932,15.494
1.445,0.8574,0.0,0.0,76.63883,13.97596
1.5299,1.1508,0.0,0.0,76.65735,13.97596
1.9828,1.843,0.0,0.0,76.67586,13.97596
2.4113,1.6429,0.0,0.0,76.69437,13.97596
2.5209,1.5016,0.0,0.0,76.71288,13.97596
2.9548,1.7123,0.0,0.0,76.73139,13.97596
3.1814,1.0733,0.0,0.0,76.7499,13.97596
1.9893,1.1343,0.0,0.0,76.50925,13.99404
1.995,1.1423,0.0,0.0,76.52777,13.99404
2.1654,1.0959,0.0,0.0,76.54628,13.99404
2.1043,1.1034,0.0,0.0,76.5648,13.99404
1.9759,1.1773,0.0,0.0,76.58331,13.99404
2.334,1.1172,0.0,0.0,76.60182,13.99404
0.982,0.7539,0.0,0.0,76.62033,13.99404
1.1079,0.827,0.0,0.0,76.63885,13.99404
1.0276,0.9824,0.0,0.0,76.65736,13.99404
1.6892,1.1675,0.0,0.0,76.67587,13.99404
2.0465,1.2766,0.0,0.0,76.69438,13.99404
1.3693,0.9098,0.0,0.0,76.7129,13.99404
1.1932,0.7158,0.0,0.0,76.73141,13.99404
1.0578,0.5684,0.0,0.0,76.74992,13.99404
7.984576,1.04632,0.0,0.0,76.6026,15.65363
2.076831,0.49416,0.0,0.0,76.62125,15.65363
3.599425,0.360207,0.0,0.0,76.63991,15.65363
3.623573,0.582449,0.0,0.0,76.65856,15.65363
3.716509,0.822114,0.0,0.0,76.67722,15.65363
3.512863,0.538765,0.0,0.0,76.69587,15.65363
3.776381,0.749824,0.0,0.0,76.71452,15.65363
6.133437,0.272879,0.0,0.0,76.73318,15.65363
3.700266,0.272228,0.0,0.0,76.75,15.65363
3.842161,0.447555,0.0,0.0,76.50933,15.6717
3.323231,0.501199,0.0,0.0,76.52798,15.6717
3.103266,0.491448,0.0,0.0,76.54664,15.6717
3.526152,0.685665,0.0,0.0,76.5653,15.6717
3.149924,0.85974,0.0,0.0,76.58395,15.6717
4.187846,0.502562,0.0,0.0,76.60261,15.6717
9.022577,1.255158,0.0,0.0,76.62126,15.6717
6.080752,0.601409,0.0,0.0,76.63992,15.6717
4.500515,0.627723,0.0,0.0,76.65858,15.6717
4.69304,0.704111,0.0,0.0,76.67723,15.6717
4.92027,0.721092,0.0,0.0,76.69589,15.6717
4.483393,0.684232,0.0,0.0,76.71455,15.6717
4.603708,0.771374,0.0,0.0,76.7332,15.6717
3.15,0.51,0.0,0.0,76.75,15.6717
3.348822,0.496649,0.0,0.0,76.50933,15.68978
2.73009,0.647513,0.0,0.0,76.52798,15.68978
3.127865,0.474953,0.0,0.0,76.54665,15.68978
3.952255,0.724658,0.0,0.0,76.5653,15.68978
3.263964,1.466657,0.0,0.0,76.77796,15.494
2.670403,0.989894,0.0,0.0,76.7966,15.494
2.576895,0.93965,0.0,0.0,76.81524,15.494
2.930145,0.900768,0.0,0.0,76.83388,15.494
1.534355,0.763812,0.0,0.0,76.85252,15.494
3.086851,1.128287,0.0,0.0,76.87115,15.494
2.452152,0.840287,0.0,0.0,76.8898,15.494
1.053171,0.312015,0.0,0.0,76.90844,15.494
1.383544,0.420928,0.0,0.0,76.92708,15.494
1.13498,0.357212,0.0,0.0,76.94572,15.494
1.328573,0.384449,0.0,0.0,76.96436,15.494
0.999984,0.296076,0.0,0.0,76.98299,15.494
1.61683,0.506094,0.0,0.0,77.0,15.494
5.728044,1.734047,0.0,0.0,76.7593,15.00904
4.783167,1.712628,0.0,0.0,76.77789,15.00904
4.329222,1.581023,0.0,0.0,76.79649,15.00904
5.089922,2.766603,0.0,0.0,76.81509,15.00904
3.39894,1.067881,0.0,0.0,76.83369,15.00904
1.908524,1.026002,0.0,0.0,76.85228,15.00904
1.395969,0.547766,0.0,0.0,76.87088,15.00904
2.275462,1.174579,0.0,0.0,76.88948,15.00904
1.783467,0.914975,0.0,0.0,76.90807,15.00904
3.155448,1.175008,0.0,0.0,76.92667,15.00904
4.508771,1.795548,0.0,0.0,76.94527,15.00904
3.739178,1.342233,0.0,0.0,76.96387,15.00904
6.763647,0.671814,0.0,0.0,76.58396,15.68978
4.41483,0.690119,0.0,0.0,76.60262,15.68978
3.723184,0.525856,0.0,0.0,76.62127,15.68978
3.462003,1.014614,0.0,0.0,76.63993,15.68978
7.603007,1.112724,0.0,0.0,76.65858,15.68978
8.109226,1.043475,0.0,0.0,76.67725,15.68978
3.730584,1.079262,0.0,0.0,76.6959,15.68978
